transaction_id,customer_id,date,time,menu_item,category,price,quantity,payment_method,server_id,table_number,revenue
d4208045-8ef0-4765-813d-7bcea25f84d8,CUST001,2025-05-09,20:14,House Wine,Beverage,9.27241677895475,3,Credit,S005,4,27.82
3f41458e-0f7e-4d4f-9c0c-e4befb63cc84,CUST002,2025-05-10,19:21,Margherita Pizza,Entree,17.2,2,Credit,S004,1,34.39
cbee2294-8580-4b70-85d7-1bb7dd287c63,CUST003,2025-04-12,19:43,Margherita Pizza,Entree,16.15,3,Credit,S003,12,48.47
a8a351c9-9ba9-4a81-b00e-d171df886956,CUST003,2025-04-03,20:06,Spaghetti Carbonara,Entree,16.60370161975644,2,Mobile,S004,14,33.21
a87d9755-5aec-49cf-abfd-6fc860dae609,CUST003,2025-04-09,11:01,House Wine,Beverage,9.680280142966613,3,Credit,S001,4,29.04
c708d1f3-9f68-4d48-94b3-8fecf301159b,CUST002,2025-05-10,20:05,Grilled Salmon,Entree,26.09,1,Mobile,S002,12,26.09
88d15196-1ae9-473c-9af1-6be9f14f840c,CUST003,2025-05-04,13:35,Tiramisu,Dessert,8.77,1,Credit,S005,13,8.77
201969f1-367e-4a7b-8bd0-c9b8b8f1b539,CUST003,2025-05-11,13:44,Margherita Pizza,Entree,16.39,1,Cash,S004,8,16.39
20737859-a382-4599-822b-22c7c35d6bda,CUST003,2025-04-24,11:50,House Wine,Beverage,9.590448091611124,2,Credit,S001,7,19.18
245db228-6ceb-4d5b-8b96-1c0c9feaf8bf,CUST003,2025-04-09,19:33,Margherita Pizza,Entree,15.380837648265896,3,Cash,S005,3,46.14
8c070ae6-84e4-4c17-b4e9-bbb64c6e3521,CUST001,2025-05-10,13:34,Bruschetta,Appetizer,9.18,2,Credit,S001,15,18.35
7671aa59-a1d5-4356-906b-076e28d43eb6,CUST003,2025-04-15,12:12,Grilled Salmon,Entree,23.350578924683276,1,Credit,S004,5,23.35
4fa37366-4ef4-4a4c-8570-386c40993a59,CUST001,2025-04-23,19:14,House Wine,Beverage,9.459689329874791,2,Cash,S002,13,18.92
4a01f65a-c335-4a6f-911b-7730ec7f5087,CUST002,2025-04-06,18:43,Spaghetti Carbonara,Entree,18.0,2,Credit,S002,7,35.99
7ea400c8-e484-409d-9b9a-bd8980c3c216,CUST001,2025-05-03,13:26,Bruschetta,Appetizer,8.85,1,Cash,S002,12,8.86
b46aef94-badd-425e-8d62-77c04f90ee00,CUST001,2025-04-24,20:53,Grilled Salmon,Entree,23.148869150600053,1,Credit,S002,12,23.15
16b1e50c-8d18-4f2a-bd46-74d566c5b003,CUST001,2025-05-09,18:48,Spaghetti Carbonara,Entree,16.354217212335413,1,Credit,S002,12,16.35
b9f40965-fab0-4d43-a582-fe66fe7f116b,CUST003,2025-04-26,21:31,Tiramisu,Dessert,8.77,3,Credit,S001,6,26.32
06b9b1f0-2bbe-44b0-baa4-94aecd614e60,CUST003,2025-04-24,18:33,Panna Cotta,Dessert,7.06163683778555,1,Credit,S005,3,7.06
d9692171-5960-4230-8a99-c33dc02b17e3,CUST003,2025-04-20,13:35,Margherita Pizza,Entree,16.67,3,Credit,S004,9,50.01
24f6646d-4735-42e9-ba47-bf32ea4c1bc0,CUST001,2025-05-03,13:38,Craft Beer,Beverage,9.01,2,Mobile,S002,3,18.01
e2d48afd-6feb-4615-a4a6-ed1dca8d51f9,CUST001,2025-04-07,19:25,Craft Beer,Beverage,8.139730715054307,2,Mobile,S004,5,16.28
e697d8de-dbd3-480b-bf4f-044179b180ae,CUST003,2025-05-07,20:54,Caesar Salad,Appetizer,10.153067314031698,2,Cash,S004,11,20.31
4c392640-dfcf-46bf-a626-e9c6497232eb,CUST003,2025-04-08,20:39,Tiramisu,Dessert,8.065378825186011,2,Mobile,S001,18,16.13
499bd71a-4f02-454a-870c-c41a83bca97e,CUST001,2025-04-18,18:34,Panna Cotta,Dessert,6.804055645641033,3,Cash,S001,16,20.41
26bc8f17-b627-451e-ac4d-ad9113855e7d,CUST002,2025-04-12,19:21,Caesar Salad,Appetizer,10.98,2,Mobile,S005,19,21.97
5df4dc4d-60b4-4298-9483-66460021fb78,CUST001,2025-04-08,19:33,Caesar Salad,Appetizer,9.937121564719057,1,Credit,S003,4,9.94
cde0f944-4f84-4682-b2ba-aa7229e8e5dd,CUST002,2025-05-05,20:16,Craft Beer,Beverage,8.435227066654338,1,Credit,S003,9,8.44
118b0697-87e2-4e7b-82cd-f4336ae909d2,CUST003,2025-05-07,20:48,Tiramisu,Dessert,7.854682363852669,3,Credit,S003,18,23.56
47fd53ef-0679-4aef-b43e-fb0b3ff4d9e4,CUST002,2025-04-25,13:53,House Wine,Beverage,9.212179027309686,2,Credit,S002,10,18.42
6a775a79-4ef9-48b7-a6cf-c9ebe85e2aa5,CUST003,2025-04-02,13:39,House Wine,Beverage,9.58545706731286,2,Cash,S003,18,19.17
4f0d8138-b7f5-4750-a7a2-96ee9279f7f2,CUST001,2025-04-25,19:57,Margherita Pizza,Entree,15.52332151829701,1,Credit,S004,19,15.52
8f61ef38-f18c-4558-8ecb-df70901e99ec,CUST003,2025-04-23,11:33,Margherita Pizza,Entree,14.630200505028498,2,Credit,S005,17,29.26
bcce03f1-fc35-42bb-8e9b-4cbe434a8429,CUST001,2025-04-06,13:42,Spaghetti Carbonara,Entree,18.59,1,Credit,S004,5,18.59
93291651-e7c0-41d1-ac97-22bc38304176,CUST002,2025-05-09,12:44,Spaghetti Carbonara,Entree,17.207501549477357,1,Mobile,S002,19,17.21
ca76138b-fc55-4d75-974f-c187911c49aa,CUST003,2025-04-17,13:18,Bruschetta,Appetizer,8.607766233794061,2,Credit,S005,9,17.22
528ec246-8769-4397-bd8c-763b65a2346f,CUST003,2025-04-12,18:57,Craft Beer,Beverage,8.86,1,Cash,S005,1,8.86
f4a066c3-d44c-483f-a6f3-dfd7805dc036,CUST003,2025-04-16,19:04,Tiramisu,Dessert,7.732366076313511,3,Credit,S003,5,23.2
310bd2fb-c387-47c7-93f0-7a2ad809c80c,CUST003,2025-04-22,11:13,Margherita Pizza,Entree,14.918829890030242,2,Cash,S005,7,29.84
b79770bc-d0e0-46b9-9b11-1dfd92e61cd4,CUST002,2025-05-06,12:29,Panna Cotta,Dessert,7.251706394130028,2,Mobile,S004,2,14.5
38ab921a-e229-4b80-aeb2-738b0de3526e,CUST001,2025-05-01,11:18,Bruschetta,Appetizer,8.828702247003099,3,Mobile,S004,12,26.49
80a38aa0-e756-489b-83cc-e360d95a3fae,CUST003,2025-05-05,19:32,House Wine,Beverage,9.578636219077653,1,Credit,S001,1,9.58
753c03b9-5ebf-4a05-a4c4-b4a63cc54346,CUST003,2025-05-10,20:43,Caesar Salad,Appetizer,10.9,2,Cash,S001,8,21.79
045f0d8a-b486-4af6-8acf-111d19686c47,CUST003,2025-04-29,20:25,Caesar Salad,Appetizer,9.967738528438998,1,Credit,S002,18,9.97
00e3bdbe-0e19-439d-a45b-97aed3de1f30,CUST001,2025-04-11,20:35,Bruschetta,Appetizer,8.359070848143247,1,Credit,S003,17,8.36
6c9506a7-89e5-4a13-a1ed-ca5e2d584e55,CUST003,2025-05-05,18:17,Grilled Salmon,Entree,22.732428757717432,2,Credit,S004,17,45.46
dd763118-fc27-4992-8ee0-ad262c1e2552,CUST001,2025-04-13,19:34,Margherita Pizza,Entree,16.38,1,Credit,S003,19,16.38
02ef492e-111a-4cc2-b02f-a152192d8e88,CUST001,2025-05-06,11:40,House Wine,Beverage,10.118257173956646,3,Mobile,S004,19,30.35
3e7a3d03-6ed3-4871-b0bd-681edfd17f09,CUST003,2025-04-16,18:34,Tiramisu,Dessert,7.9352542988567425,1,Credit,S002,5,7.94
1be0abb0-1b9e-4543-bdba-9e145c004d65,CUST003,2025-05-05,20:42,House Wine,Beverage,9.547369762908172,1,Cash,S004,17,9.55
24c7d310-64d3-4694-a97c-74750ae7e6a5,CUST001,2025-05-08,12:12,Grilled Salmon,Entree,23.247078411362157,1,Credit,S003,8,23.25
8fcef954-fca4-4a8b-9a77-4a6f7c8bae6c,CUST001,2025-04-01,20:16,Craft Beer,Beverage,8.139606654628876,1,Cash,S004,19,8.14
2915eec6-3716-4a92-b0a0-e310dfde62ee,CUST002,2025-05-09,18:25,Caesar Salad,Appetizer,9.929595616433154,2,Credit,S004,8,19.86
0b6dffbb-6f66-44ca-89b8-02aa4029acd3,CUST002,2025-05-11,19:02,Tiramisu,Dessert,8.79,1,Credit,S001,1,8.79
3daa1477-c096-4a6d-b50e-6b6273458eab,CUST001,2025-05-08,18:57,Margherita Pizza,Entree,15.057182926046762,1,Credit,S003,18,15.06
a83906c6-87da-4387-88a2-ec6cb7d16892,CUST001,2025-05-11,12:14,Bruschetta,Appetizer,9.35,2,Credit,S001,11,18.7
adcbb3b9-0754-41de-8ccf-1e4f05a8f995,CUST001,2025-04-12,21:15,Craft Beer,Beverage,8.65,2,Credit,S004,18,17.3
79cd5668-6860-4a69-ae02-3095457739ce,CUST003,2025-04-28,12:40,Caesar Salad,Appetizer,9.870241349440285,2,Credit,S001,1,19.74
890286b5-e667-411f-b29c-96ba7e231ea6,CUST002,2025-04-20,19:47,Spaghetti Carbonara,Entree,18.76,1,Credit,S002,13,18.77
658e536a-629f-4a3d-a579-d3d64db83fe1,CUST002,2025-04-05,11:32,House Wine,Beverage,10.09,3,Credit,S005,17,30.26
5fc1f299-b0d3-4c85-93e4-fa34727d1ef7,CUST001,2025-04-13,12:40,Bruschetta,Appetizer,9.41,1,Mobile,S005,5,9.42
